Day,Total Passengers,AvgPassengers,TotalTripDistance,AvgTripDistance,TotalFareAmount,AvgFareAmount,TotalExtraAmount,AvgExtraAmount,TotalMTATax,AvgMTATax,TotalTipAmount,AvgTipAmount,TotalTollsAmount,AvgTollsAmount,TotalTotalAmount,AvgTotalAmount,TotalNoOfTrips
2015-07-08 23:00,31386,1.7,57399.8,3.11,230556.4,12.51,9148.5,0.5,9194,0.5,32384.14,1.76,71,0,286888.3,15.56,"18436	"
2015-07-09 0:00,21591,1.69,41534.7,3.25,164887.92,12.88,6322.5,0.49,6375.5,0.5,22231.56,1.74,26,0,203683.48,15.92,"12797	"
2015-07-09 1:00,13954,1.68,27613.34,3.33,106587,12.87,4104.5,0.5,4124.5,0.5,12960.86,1.56,61,0.01,130324.65,15.73,"8285	"
2015-07-09 2:00,8096,1.68,15836.71,3.29,60228.61,12.51,2382.5,0.49,2394,0.5,7386.74,1.53,93,0.02,73929.35,15.35,"4816	"
2015-07-09 3:00,5305,1.65,10863.18,3.38,41198.62,12.81,1583.5,0.49,1595.5,0.5,4448.24,1.38,24,0.01,49821.52,15.49,"3217	"
2015-07-09 4:00,4402,1.67,10060.58,3.83,36425.11,13.85,1276,0.49,1302.5,0.5,3473.69,1.32,28,0.01,43295.3,16.46,"2630	"
2015-07-09 5:00,5834,1.55,11401.97,3.03,42997.35,11.44,1679.5,0.45,1863,0.5,5268.52,1.4,166,0.04,53099.07,14.12,"3760	"
2015-07-09 6:00,14889,1.55,23566.32,2.46,94573.21,9.87,52,0.01,4773,0.5,12107.01,1.26,53,0.01,114428.92,11.95,"9579	"
2015-07-09 7:00,27169,1.56,38444.39,2.2,178797.2,10.24,11,0,8724.5,0.5,24170.64,1.38,42,0,216985.1,12.42,"17465	"
2015-07-09 8:00,36088,1.6,45298.63,2.01,247073.9,10.98,5.5,0,11232,0.5,34615.98,1.54,102,0,299782.07,13.33,"22492	"
2015-07-09 9:00,32517,1.6,41024.64,2.02,227558.14,11.22,4,0,10123.5,0.5,30331.46,1.5,37,0,274142.94,13.52,"20277	"
2015-07-09 10:00,28142,1.64,35388.62,2.06,192949.54,11.26,4.5,0,8558,0.5,23958.93,1.4,82,0,230699.79,13.46,"17141	"
2015-07-09 11:00,28050,1.67,35092.73,2.09,193441.32,11.54,9,0,8370,0.5,23197.98,1.38,41,0,230089.1,13.72,"16769	"
2015-07-09 12:00,29004,1.65,36265.38,2.06,198620.5,11.29,3.5,0,8774.5,0.5,24005.63,1.36,125,0.01,236807.31,13.46,"17589	"
2015-07-09 13:00,28750,1.66,36433.2,2.1,194513.74,11.23,4.5,0,8646,0.5,23334.1,1.35,111,0.01,231806.14,13.38,"17320	"
2015-07-09 14:00,30016,1.68,38153.18,2.13,204122.63,11.41,6,0,8930,0.5,24438.01,1.37,165,0.01,243030.54,13.58,"17890	"
2015-07-09 15:00,27623,1.67,36174.74,2.19,196142.94,11.88,762.5,0.05,8238,0.5,23332.36,1.41,128,0.01,233555.3,14.14,"16516	"
2015-07-09 16:00,23720,1.69,30659.19,2.18,165339.3,11.77,13561,0.97,7002.5,0.5,20525.1,1.46,99,0.01,210742.36,15,"14045	"
2015-07-09 17:00,29565,1.68,37892.62,2.15,208309.96,11.82,17371.5,0.99,8789,0.5,26310.65,1.49,38,0,266101.47,15.1,"17617	"
2015-07-09 18:00,38441,1.67,48112.68,2.09,258143.59,11.2,22816.5,0.99,11508,0.5,35704.6,1.55,51,0,335135.39,14.54,"23047	"
2015-07-09 19:00,42356,1.68,56128.56,2.22,273522.16,10.82,24439.5,0.97,12619,0.5,39095.7,1.55,43,0,357300.96,14.13,"25281	"
2015-07-09 20:00,42475,1.69,57847.15,2.31,270289.15,10.77,12680.5,0.51,12521.5,0.5,38557.42,1.54,45,0,341623.33,13.62,"25088	"
2015-07-09 21:00,48392,1.72,66788.19,2.38,312345.86,11.11,14002,0.5,14032.5,0.5,44331.29,1.58,19,0,393168.78,13.98,"28121	"
2015-07-09 22:00,39193,1.71,65105.8,2.84,283428.56,12.36,11391.5,0.5,11439,0.5,40264.83,1.76,92,0,353833.05,15.43,"22930	"
2015-07-09 23:00,35506,1.71,63729.73,3.07,260372.25,12.55,10288,0.5,10341.5,0.5,37688.97,1.82,88,0,325004.42,15.66,"20751	"
2015-07-10 0:00,28323,1.69,54904.91,3.28,215276.37,12.85,8283,0.49,8340.5,0.5,30410.09,1.81,117,0.01,267752.26,15.98,"16755	"
2015-07-10 1:00,19415,1.69,38304.33,3.34,147244.37,12.83,5668.5,0.49,5714,0.5,19133.57,1.67,0,0,181204.44,15.78,"11481	"
2015-07-10 2:00,11997,1.65,23220.57,3.2,89175.06,12.3,3590,0.5,3605,0.5,11085.47,1.53,16,0,109646.23,15.12,"7250	"
2015-07-10 3:00,7747,1.64,16004.61,3.4,60678.22,12.88,2323,0.49,2334,0.5,6829.32,1.45,62,0.01,73639.84,15.63,"4711	"
2015-07-10 4:00,6052,1.66,13793.27,3.78,50279.02,13.76,1797.5,0.49,1810,0.5,5209.64,1.43,73,0.02,60264.76,16.5,"3653	"
2015-07-10 5:00,6634,1.65,13032.47,3.24,49088.06,12.19,1812.5,0.45,1998.5,0.5,5548.36,1.38,105,0.03,59759.02,14.84,"4028	"
2015-07-10 6:00,14655,1.57,23848.46,2.56,96990.91,10.41,40.5,0,4641.5,0.5,12404.79,1.33,77,0.01,116947.1,12.56,"9313	"
2015-07-10 7:00,23729,1.57,34241.32,2.27,153055.68,10.14,5,0,7533,0.5,20698.58,1.37,615,0.04,186435.32,12.36,"15089	"
2015-07-10 8:00,30597,1.62,41356.42,2.18,213156.65,11.26,3,0,9450.5,0.5,28946.9,1.53,134,0.01,257375.01,13.59,"18938	"
2015-07-10 9:00,28981,1.62,37719.78,2.11,206747.15,11.57,3.5,0,8917,0.5,27040.77,1.51,87,0,248159.46,13.89,"17865	"
2015-07-10 10:00,25573,1.63,32173.1,2.05,175541.2,11.2,1,0,7821.5,0.5,21529.54,1.37,34,0,209626.44,13.38,"15671	"
2015-07-10 11:00,25834,1.67,32537.99,2.11,171987.4,11.13,2.5,0,7712,0.5,20161.71,1.3,32,0,204535.32,13.24,"15450	"
2015-07-10 12:00,27811,1.66,36061.38,2.16,188530,11.28,4.5,0,8345,0.5,22060.9,1.32,90,0.01,224046.3,13.4,"16715	"
2015-07-10 13:00,27478,1.68,35464.16,2.17,184722.7,11.28,4,0,8174,0.5,21393.04,1.31,71,0,219280.66,13.39,"16380	"
2015-07-10 14:00,29185,1.68,38538.85,2.21,201439.83,11.57,4.5,0,8680.5,0.5,22816.79,1.31,65,0,238227.22,13.69,"17406	"
2015-07-10 15:00,27967,1.69,36201.97,2.19,196512.97,11.88,751,0.05,8248,0.5,22431.65,1.36,167,0.01,233073.98,14.1,"16535	"
2015-07-10 16:00,24321,1.68,32107.62,2.21,172866.72,11.92,14114,0.97,7230,0.5,20645.3,1.42,42,0,219246.82,15.12,"14500	"
2015-07-10 17:00,30710,1.69,39658.5,2.19,207737.62,11.45,17949.5,0.99,9049.5,0.5,26133.63,1.44,51,0,266366.93,14.68,"18145	"
2015-07-10 18:00,38879,1.69,50409.18,2.19,254215.19,11.05,22802.5,0.99,11483.5,0.5,33560.3,1.46,17,0,328981.19,14.3,"23007	"
2015-07-10 19:00,41216,1.71,54072.32,2.24,261270.22,10.82,23372.5,0.97,12058,0.5,35008.18,1.45,49,0,339004.86,14.04,"24147	"
2015-07-10 20:00,37020,1.7,52854.95,2.42,238541.01,10.93,11027,0.51,10886.5,0.5,31829.44,1.46,69,0,298897.91,13.7,"21815	"
2015-07-10 21:00,39785,1.75,57755.3,2.55,254069.23,11.2,11276.5,0.5,11320,0.5,33173.72,1.46,24,0,316681.19,13.96,"22690	"
2015-07-10 22:00,42081,1.76,65124.61,2.72,285269.94,11.91,11893.2,0.5,11952.5,0.5,37649.33,1.57,10,0,353962.25,14.78,"23949	"
2015-07-10 23:00,43858,1.77,69420.62,2.81,305403.08,12.35,12281,0.5,12339,0.5,40482.33,1.64,27,0,377949.71,15.29,"24724	"
2015-07-11 0:00,41473,1.77,66835.43,2.85,290659.4,12.41,11634,0.5,11674,0.5,39005.31,1.67,57,0,360058.45,15.37,"23420	"
2015-07-11 1:00,36846,1.76,62459.18,2.98,259690.48,12.37,10421.5,0.5,10465,0.5,35748.63,1.7,19,0,322643.73,15.37,"20989	"
2015-07-11 2:00,29193,1.74,50892.83,3.03,202315.55,12.04,8338,0.5,8365.5,0.5,27054.71,1.61,14,0,251130.06,14.95,"16801	"
2015-07-11 3:00,21525,1.73,40590.02,3.27,156029.13,12.55,6158,0.5,6185.5,0.5,19621.12,1.58,25,0,191747.31,15.43,"12428	"
2015-07-11 4:00,13645,1.73,28575.38,3.63,107682.34,13.68,3864.5,0.49,3902.5,0.5,11668.03,1.48,77,0.01,129554.19,16.46,"7870	"
2015-07-11 5:00,6390,1.68,14838.3,3.9,53125.3,13.97,1753,0.46,1880,0.49,5292.34,1.39,33,0.01,63224.24,16.62,"3803	"
2015-07-11 6:00,6738,1.58,14442.24,3.38,53152.79,12.46,32,0.01,2127,0.5,5694.07,1.33,38,0.01,62323.66,14.61,"4267	"
2015-07-11 7:00,9877,1.59,17681.98,2.86,68291.88,11.03,5.5,0,3089,0.5,7942.82,1.28,69,0.01,81259,13.12,"6193	"
2015-07-11 8:00,14668,1.64,22658.39,2.53,93423.77,10.43,3.5,0,4468,0.5,11117.86,1.24,8,0,111710.73,12.47,"8960	"
2015-07-11 9:00,21725,1.69,30429.85,2.36,132955.8,10.32,3,0,6429,0.5,15857.54,1.23,46,0,159154.74,12.36,"12879	"
2015-07-11 10:00,26350,1.71,34976.82,2.27,157373.41,10.23,3.5,0,7679.5,0.5,17915.27,1.16,39,0,187627.74,12.2,"15384	"
2015-07-11 11:00,29902,1.74,37945.88,2.21,176203.74,10.25,4,0,8585,0.5,20332.91,1.18,20,0,210306.14,12.24,"17187	"
2015-07-11 12:00,32380,1.76,40167.04,2.18,189804.99,10.32,3.5,0,9179,0.5,21458.01,1.17,45,0,226010.39,12.29,"18390	"
2015-07-11 13:00,33013,1.78,41454.3,2.24,195950.06,10.57,4,0,9255.5,0.5,21718.92,1.17,44,0,232532.08,12.55,"18535	"
2015-07-11 14:00,31787,1.77,41893.16,2.33,196425.47,10.91,3.5,0,8983,0.5,20976.56,1.17,121,0.01,231912.92,12.89,"17998	"
2015-07-11 15:00,32736,1.77,41999.11,2.28,199418.77,10.8,9,0,9211.5,0.5,21607.87,1.17,38,0,235828.02,12.78,"18460	"
2015-07-11 16:00,31907,1.79,40539.39,2.28,189337.61,10.64,98,0.01,8879,0.5,20938.67,1.18,24,0,224617.1,12.62,"17793	"
2015-07-11 17:00,35618,1.8,45103.5,2.28,211524.74,10.71,106.5,0.01,9858.5,0.5,23175.34,1.17,38,0,250640.4,12.69,"19754	"
2015-07-11 18:00,39846,1.8,51136.65,2.31,239892.72,10.84,122.5,0.01,11047,0.5,27110.13,1.22,42,0,284857.83,12.87,"22132	"
2015-07-11 19:00,41289,1.8,52172.1,2.28,247084.59,10.79,623.5,0.03,11432,0.5,28619.43,1.25,18,0,294648.52,12.87,"22903	"
2015-07-11 20:00,35324,1.78,47944.83,2.41,214235.97,10.77,9689.5,0.49,9937.5,0.5,26116.57,1.31,14,0,265963.41,13.37,"19895	"
2015-07-11 21:00,37267,1.8,51003.29,2.46,226081.41,10.92,10300,0.5,10337,0.5,27894.14,1.35,18,0,280842.35,13.56,"20712	"
2015-07-11 22:00,40771,1.81,58266.45,2.59,260207.76,11.57,11172.5,0.5,11220,0.5,31757.57,1.41,10,0,321119.79,14.28,"22487	"
2015-07-11 23:00,42228,1.81,61880.33,2.65,274928.52,11.76,11633,0.5,11672.5,0.5,34653.43,1.48,24,0,339929.6,14.53,"23388	"
2015-07-12 0:00,41675,1.81,62951.51,2.74,271387.99,11.8,11445.5,0.5,11473,0.5,35365.55,1.54,0,0,336572.74,14.64,"22990	"
2015-07-12 1:00,37939,1.79,62577.81,2.95,255047.28,12.03,10535.5,0.5,10569,0.5,33832.93,1.6,20,0,316363.51,14.92,"21202	"
2015-07-12 2:00,29410,1.75,51804.35,3.08,202594.16,12.04,8341,0.5,8370.5,0.5,25877.28,1.54,25,0,250256.76,14.88,"16821	"
2015-07-12 3:00,23223,1.77,42841.6,3.26,162420.57,12.38,6499,0.5,6525,0.5,20331.03,1.55,54,0,199764.7,15.22,"13122	"
2015-07-12 4:00,15123,1.78,30523.2,3.59,114226.99,13.44,4177.5,0.49,4217,0.5,12158.57,1.43,52,0.01,137380.86,16.16,"8499	"
2015-07-12 5:00,6532,1.75,15788.43,4.22,55887.51,14.94,1732,0.46,1857,0.5,5355.59,1.43,24,0.01,65978.7,17.63,"3742	"
2015-07-12 6:00,5517,1.64,12512.23,3.71,45295.45,13.42,24.5,0.01,1675,0.5,4290.88,1.27,45,0.01,52341.93,15.51,"3374	"
2015-07-12 7:00,7533,1.62,15516.38,3.33,57141.05,12.28,4.5,0,2317,0.5,5689.7,1.22,38,0.01,66585.55,14.31,"4653	"
2015-07-12 8:00,10768,1.64,18337.41,2.8,71368.78,10.89,2.5,0,3268.5,0.5,8234.72,1.26,51,0.01,84891.4,12.95,"6555	"
2015-07-12 9:00,17205,1.69,26190.6,2.57,105808.9,10.36,4.5,0,5093,0.5,11870.69,1.16,990,0.1,126829.95,12.42,"10209	"
2015-07-12 10:00,23416,1.72,33211.32,2.44,139388.12,10.22,5,0,6805,0.5,15703.43,1.15,64,0,166062.32,12.18,"13634	"
2015-07-12 11:00,28280,1.74,38742.61,2.38,167371.05,10.28,4,0,8131.5,0.5,19206.44,1.18,94,0.01,199692.49,12.26,"16289	"
2015-07-12 12:00,30072,1.76,40054.11,2.34,178555.3,10.43,2,0,8544.5,0.5,20538.48,1.2,132,0.01,212909.18,12.43,"17127	"
2015-07-12 13:00,31998,1.74,43118.19,2.35,192328.25,10.47,2.5,0,9168,0.5,22064.81,1.2,72,0,229148.22,12.47,"18372	"
2015-07-12 14:00,31656,1.75,43852.71,2.43,196970.11,10.92,7,0,8998.5,0.5,22304.92,1.24,145,0.01,233839.99,12.96,"18045	"
2015-07-12 15:00,30733,1.77,42112.81,2.43,188737.4,10.88,33.5,0,8652,0.5,21186.74,1.22,106,0.01,223917.69,12.91,"17342	"
2015-07-12 16:00,29806,1.78,40495.19,2.42,181203.77,10.82,89.5,0.01,8357,0.5,21648.51,1.29,123,0.01,216447.18,12.92,"16750	"
2015-07-12 17:00,32136,1.79,46194.08,2.58,199637.21,11.14,105.5,0.01,8933,0.5,23181.08,1.29,106,0.01,237346.45,13.25,"17916	"
2015-07-12 18:00,33351,1.75,46741.24,2.46,207829.35,10.93,88,0,9482.5,0.5,25037.84,1.32,106,0.01,248246.09,13.06,"19010	"
2015-07-12 19:00,30987,1.75,44284.33,2.5,192245.93,10.84,498.5,0.03,8854.5,0.5,23610.47,1.33,70,0,230604.26,13,"17741	"
2015-07-12 20:00,26429,1.72,41161.12,2.69,171674.4,11.2,7420,0.48,7648,0.5,22736,1.48,8,0,214084.36,13.97,"15322	"
2015-07-12 21:00,29476,1.71,49527.46,2.88,205606.79,11.95,8510.5,0.49,8590.5,0.5,26769.4,1.56,17,0,254677.95,14.8,"17212	"
2015-07-12 22:00,26625,1.72,47765.34,3.09,190836.68,12.33,7642.5,0.49,7725,0.5,24305.74,1.57,100,0.01,235259.97,15.2,"15482	"
2015-07-12 23:00,20188,1.69,40895.27,3.42,155340.2,12.98,5881,0.49,5968,0.5,19175.6,1.6,40,0,189995.8,15.87,"11971	"
2015-07-13 0:00,13728,1.68,29346.11,3.59,108981.45,13.34,4009,0.49,4069.5,0.5,12311.56,1.51,6,0,131827.31,16.14,"8167	"
2015-07-13 1:00,7550,1.65,16297.21,3.55,60065.26,13.09,2262,0.49,2283,0.5,6364.32,1.39,94,0.02,72444.68,15.79,"4588	"
2015-07-13 2:00,4719,1.62,9857.76,3.39,37049.11,12.74,1438,0.49,1444.5,0.5,3735.91,1.28,14,0,44556.88,15.32,"2909	"
2015-07-13 3:00,3197,1.53,7631.42,3.64,28047.1,13.38,1031.5,0.49,1042,0.5,2631.97,1.26,8,0,33389.07,15.93,"2096	"
2015-07-13 4:00,3672,1.68,8475.3,3.89,31424.21,14.41,1048,0.48,1079,0.49,2968.85,1.36,34,0.02,37209.56,17.06,"2181	"
2015-07-13 5:00,5455,1.57,12863.62,3.71,43473.6,12.54,1540.5,0.44,1722,0.5,5215.23,1.5,73,0.02,53062.93,15.31,"3467	"
2015-07-13 6:00,14767,1.55,25116.37,2.63,100093.55,10.49,50.5,0.01,4761,0.5,12355,1.29,56,0.01,120177.95,12.59,"9545	"
2015-07-13 7:00,23843,1.57,35230.02,2.32,155736.65,10.24,7,0,7595,0.5,20547.05,1.35,108,0.01,188559.06,12.39,"15215	"
2015-07-13 8:00,29866,1.61,41452.94,2.24,204872.97,11.05,4,0,9252.5,0.5,28088.29,1.52,42,0,247818.56,13.37,"18537	"
2015-07-13 9:00,28637,1.62,37014.66,2.1,192467.66,10.91,4,0,8803,0.5,24869.72,1.41,33,0,231466.38,13.13,"17634	"
2015-07-13 10:00,25631,1.67,33509.27,2.18,168541.02,10.95,2.5,0,7679,0.5,19721.3,1.28,149,0.01,200707.42,13.04,"15386	"
2015-07-13 11:00,25060,1.66,33396.35,2.21,168086.82,11.11,11,0,7555.5,0.5,19298.32,1.28,46,0,199542.76,13.19,"15129	"
2015-07-13 12:00,26652,1.66,33813.3,2.11,175892.3,10.97,5,0,8003.5,0.5,20085.55,1.25,74,0,208872.51,13.03,"16036	"
2015-07-13 13:00,27274,1.69,35601.2,2.2,180611.85,11.17,9.5,0,8064.5,0.5,20220.14,1.25,17,0,213772.48,13.22,"16169	"
2015-07-13 14:00,28136,1.67,36873.35,2.19,187488.54,11.16,10.5,0,8384,0.5,21312.81,1.27,73,0,222313.29,13.23,"16805	"
2015-07-13 15:00,28356,1.69,36901.23,2.2,187406.86,11.18,771.5,0.05,8364,0.5,20926.92,1.25,69,0,222562.48,13.28,"16756	"
2015-07-13 16:00,26079,1.69,33742.78,2.19,168487.52,10.94,14972.5,0.97,7683,0.5,20060.52,1.3,36,0,215861.74,14.01,"15408	"
2015-07-13 17:00,30102,1.68,39180.88,2.19,194583.13,10.88,17694.5,0.99,8924.5,0.5,25107.86,1.4,38,0,251722.76,14.08,"17878	"
2015-07-13 18:00,36259,1.68,46983.4,2.17,229210.18,10.61,21428.7,0.99,10787,0.5,31125.59,1.44,42,0,299073.67,13.84,"21607	"
2015-07-13 19:00,36652,1.7,49362.8,2.28,223831.76,10.36,20934,0.97,10792,0.5,31764.92,1.47,12,0,293820.68,13.59,"21614	"
2015-07-13 20:00,31324,1.66,48753.75,2.58,204227.36,10.81,9551.5,0.51,9427.5,0.5,28944.9,1.53,54,0,257872.45,13.65,"18887	"
2015-07-13 21:00,34032,1.68,55690.59,2.75,227558.88,11.25,10051,0.5,10094,0.5,32791.16,1.62,61,0,286621.44,14.17,"20221	"
2015-07-13 22:00,30639,1.68,54755.81,3,217992.21,11.94,9053.5,0.5,9107,0.5,30549.48,1.67,49,0,272226.49,14.91,"18253	"
2015-07-13 23:00,23058,1.67,44222.5,3.21,173753.9,12.62,6798,0.49,6859,0.5,23514.74,1.71,50,0,215108.06,15.62,"13768	"
2015-07-14 0:00,15173,1.66,30372.14,3.31,118520.5,12.93,4539,0.5,4568.5,0.5,15246.29,1.66,20,0,145645.25,15.89,"9166	"
2015-07-14 1:00,8957,1.66,18047.58,3.35,68489.94,12.71,2661.5,0.49,2682,0.5,8363.29,1.55,39,0.01,83851.53,15.56,"5388	"
2015-07-14 2:00,5682,1.62,12158.34,3.46,44714.8,12.74,1740.5,0.5,1747.5,0.5,5415.85,1.54,15,0,54686.35,15.58,"3511	"
2015-07-14 3:00,3816,1.65,8089.96,3.49,30452.63,13.13,1145,0.49,1150.5,0.5,3189.6,1.38,7,0,36640.43,15.8,"2319	"
2015-07-14 4:00,3564,1.65,8010.88,3.7,28900.81,13.36,1053,0.49,1070,0.49,2837.02,1.31,50,0.02,34559.73,15.98,"2163	"
2015-07-14 5:00,5893,1.61,11671.93,3.19,43030.01,11.75,1630.5,0.45,1818.5,0.5,5152.9,1.41,62,0.02,52801.81,14.42,"3662	"
2015-07-14 6:00,15879,1.57,24739.67,2.45,100776.9,9.97,55,0.01,5042,0.5,12598.97,1.25,66,0.01,121571.83,12.02,"10112	"
2015-07-14 7:00,25617,1.59,35619.65,2.21,164089.35,10.19,9,0,8044,0.5,22366.79,1.39,8,0,199348.14,12.38,"16108	"
2015-07-14 8:00,31523,1.61,41789.93,2.14,215244.21,11.01,1,0,9755.5,0.5,29840.18,1.53,83,0,260785.57,13.34,"19542	"
2015-07-14 9:00,31609,1.62,40965.68,2.1,218622.85,11.21,1.5,0,9732,0.5,28967.78,1.49,178,0.01,263353.44,13.51,"19500	"
2015-07-14 10:00,30804,1.64,39189.18,2.09,213485.64,11.38,1.5,0,9369.5,0.5,26590.74,1.42,78,0,255155.34,13.6,"18764	"
2015-07-14 11:00,28823,1.66,36317.91,2.09,198455.42,11.44,3,0,8658,0.5,23870.17,1.38,8,0,236196.42,13.62,"17342	"
2015-07-14 12:00,34279,1.7,40482.81,2.01,233348.72,11.59,2,0,10053.5,0.5,27574.92,1.37,31,0,277056,13.76,"20136	"
2015-07-14 13:00,33935,1.7,39756.31,2,234066.95,11.76,11,0,9937.5,0.5,26624.92,1.34,80,0,276698.55,13.9,"19907	"
2015-07-14 14:00,30399,1.7,36658.07,2.06,213432.2,11.97,8.5,0,8905.5,0.5,24649.23,1.38,40,0,252383.93,14.15,"17835	"
2015-07-14 15:00,26735,1.69,33023.8,2.09,184389.55,11.65,774,0.05,7897.5,0.5,21734.15,1.37,93,0.01,219640.56,13.88,"15829	"
2015-07-14 16:00,23775,1.68,30792.68,2.18,163172.1,11.56,13667,0.97,7048,0.5,20031.99,1.42,46,0,208202.83,14.75,"14118	"
2015-07-14 17:00,31014,1.66,39256.14,2.1,211268.64,11.32,18484,0.99,9315.5,0.5,27451.64,1.47,31,0,272155.94,14.58,"18660	"
2015-07-14 18:00,38873,1.67,49147.3,2.11,256813.01,11.02,23157.5,0.99,11642,0.5,36016.56,1.55,42,0,334666.87,14.36,"23310	"
2015-07-14 19:00,39274,1.66,52881.16,2.24,248982.55,10.54,22871,0.97,11793,0.5,36237.98,1.53,61,0,327029.87,13.85,"23615	"
2015-07-14 20:00,35700,1.64,55533.92,2.56,238110.91,10.97,10993,0.51,10840,0.5,35090.28,1.62,46,0,301601.79,13.89,"21710	"
2015-07-14 21:00,40276,1.69,64921.69,2.73,276196.33,11.6,11815.5,0.5,11868.5,0.5,40895.94,1.72,95,0,348011.57,14.62,"23803	"
2015-07-14 22:00,37860,1.7,64981.18,2.93,270452.38,12.18,11027,0.5,11078,0.5,39853.5,1.79,45,0,339123.45,15.27,"22209	"
2015-07-14 23:00,29786,1.68,55431.64,3.13,224431.12,12.69,8764,0.5,8818,0.5,32026.67,1.81,16,0,279372.67,15.79,"17691	"
2015-07-15 0:00,20481,1.68,41028.06,3.36,159583.35,13.07,6026,0.49,6077.5,0.5,21290.84,1.74,26,0,196664.89,16.1,"12212	"
2015-07-15 1:00,12218,1.63,25841.64,3.45,97491.63,13.02,3685,0.49,3727,0.5,12640.4,1.69,8,0,119799.19,16,"7487	"
2015-07-15 2:00,7633,1.67,15767.68,3.45,58456.1,12.77,2263,0.49,2279.5,0.5,6970.11,1.52,16,0,71356.61,15.59,"4576	"
2015-07-15 3:00,4871,1.66,10787.66,3.67,39560.8,13.45,1451,0.49,1462.5,0.5,4493.89,1.53,0,0,47850.79,16.26,"2942	"
2015-07-15 4:00,4130,1.65,9210.08,3.68,33723.9,13.46,1221,0.49,1245,0.5,3650.9,1.46,36,0.01,40628.3,16.22,"2505	"
2015-07-15 5:00,6030,1.58,11818.08,3.09,44135.29,11.53,1708.5,0.45,1899.5,0.5,5534.13,1.45,58,0.02,54481.72,14.24,"3827	"
2015-07-15 6:00,15987,1.54,25214.58,2.43,103300.59,9.94,64.5,0.01,5185.5,0.5,13356.48,1.29,35,0,125059.03,12.04,"10389	"
2015-07-15 7:00,27125,1.55,38610.09,2.21,178507.14,10.22,13,0,8721.5,0.5,24839.93,1.42,49,0,217368.87,12.44,"17469	"
2015-07-15 8:00,34199,1.6,45291.7,2.11,241848.75,11.29,11,0,10697.5,0.5,34546.75,1.61,58,0,293600.43,13.71,"21419	"
2015-07-15 9:00,32660,1.6,41010.42,2.01,233868.22,11.45,6.5,0,10196,0.5,31926.39,1.56,76,0,282202.01,13.82,"20419	"
2015-07-15 10:00,31397,1.62,39378,2.03,225523.32,11.62,3,0,9690,0.5,28689.59,1.48,131,0.01,269866.63,13.9,"19408	"
2015-07-15 11:00,31295,1.66,37831.18,2.01,225496.05,11.97,3.5,0,9399,0.5,26892.22,1.43,59,0,267498.82,14.2,"18833	"
2015-07-15 12:00,31617,1.67,36953.3,1.95,226448.7,11.97,10.5,0,9447,0.5,27230.82,1.44,26,0,268841.14,14.21,"18918	"
2015-07-15 13:00,27852,1.66,34144.04,2.03,207014,12.31,6,0,8398,0.5,24646.72,1.47,75,0,245186.94,14.58,"16815	"
2015-07-15 14:00,28885,1.68,36912.6,2.15,212185.86,12.34,12,0,8584,0.5,25643.11,1.49,66,0,251650.07,14.63,"17201	"
2015-07-15 15:00,27619,1.68,35002.16,2.13,196347.32,11.95,800.5,0.05,8201,0.5,23360.1,1.42,124,0.01,233761.74,14.23,"16430	"
2015-07-15 16:00,24608,1.68,31268.38,2.13,171520.91,11.7,14205,0.97,7313.5,0.5,21418.32,1.46,58,0,218912.03,14.94,"14657	"
2015-07-15 17:00,30680,1.68,40144.23,2.2,218936.3,11.98,18106,0.99,9123.5,0.5,28614.04,1.57,59,0,280328.36,15.34,"18279	"
2015-07-15 18:00,40035,1.67,51111.13,2.13,269327.92,11.25,23774.3,0.99,11957,0.5,37707.51,1.57,51,0,350000.63,14.61,"23949	"
2015-07-15 19:00,42933,1.67,57323.07,2.23,277945.13,10.83,24883,0.97,12815.5,0.5,40180.72,1.57,30,0,363564.75,14.17,"25665	"
2015-07-15 20:00,37412,1.66,56430.56,2.5,245031.47,10.87,11433.5,0.51,11253,0.5,35569.65,1.58,75,0,310133.6,13.75,"22550	"
2015-07-15 21:00,41013,1.68,66623.4,2.73,281257.88,11.54,12112.7,0.5,12155,0.5,41449.44,1.7,141,0.01,354428.96,14.54,"24369	"
2015-07-15 22:00,39766,1.7,68449.38,2.92,284799.66,12.17,11620,0.5,11675,0.5,42804.63,1.83,53,0,357976.99,15.29,"23411	"
2015-07-15 23:00,33911,1.71,60469,3.04,252716.99,12.72,9835.5,0.49,9896.5,0.5,35557.94,1.79,30,0,314000.29,15.8,"19874	"
2015-07-16 0:00,23325,1.69,43914.93,3.18,179916.05,13.01,6829,0.49,6878,0.5,24379.63,1.76,33,0,222185.68,16.07,"13828	"
2015-07-16 1:00,13973,1.67,27420.87,3.28,108128.95,12.93,4115.5,0.49,4159.5,0.5,14212.54,1.7,8,0,133131.89,15.92,"8361	"
2015-07-16 2:00,8760,1.67,17435.19,3.32,65905.25,12.55,2593,0.49,2611.5,0.5,8142.07,1.55,9,0,80837.72,15.39,"5253	"
2015-07-16 3:00,5726,1.67,12152.59,3.54,44762.13,13.05,1713.7,0.5,1702.5,0.5,4942.09,1.44,46,0.01,54197.88,15.8,"3431	"
2015-07-16 4:00,4790,1.68,10852.8,3.81,39801.15,13.98,1381,0.49,1410.5,0.5,4149.5,1.46,32,0.01,47628.25,16.73,"2847	"
